Date,USDJPY
2018/9/17,111.69
2018/9/18,112.277
2018/9/19,112.317
2018/9/20,112.495
2018/9/21,112.495
2018/9/23,112.524
2018/9/24,112.786
2018/9/25,112.969
2018/9/26,112.704
2018/9/27,113.357
2018/9/28,113.357
2018/9/30,113.796
2018/10/1,113.946
2018/10/2,113.577
2018/10/3,114.486
2018/10/4,113.894
2018/10/5,113.894
2018/10/7,113.715
2018/10/8,113.097
2018/10/9,112.998
2018/10/10,112.092
2018/10/11,112.08
2018/10/12,112.08
2018/10/14,112.192
2018/10/15,111.841
2018/10/16,112.342
2018/10/17,112.628
2018/10/18,112.185
2018/10/19,112.185
2018/10/21,112.48
2018/10/22,112.757
2018/10/23,112.444
2018/10/24,112.012
2018/10/25,112.35
2018/10/26,112.35
2018/10/29,111.908
2018/10/30,112.324
2018/10/31,113.052
2018/11/1,112.851
2018/11/2,112.715
2018/11/5,113.139
2018/11/6,113.246
2018/11/7,113.363
2018/11/8,113.547
2018/11/9,113.953
2018/11/12,113.846
2018/11/13,113.696
2018/11/14,113.789
2018/11/15,113.564
2018/11/16,113.555
2018/11/19,112.73
2018/11/20,112.443
2018/11/21,112.703
2018/11/22,113.021
2018/11/23,112.978
2018/11/26,112.919
2018/11/27,113.504
2018/11/28,113.767
2018/11/29,113.555
2018/11/30,113.411
2018/12/3,113.763
2018/12/4,113.587
2018/12/5,112.699
2018/12/6,113.051
2018/12/7,112.689
2018/12/10,112.502
2018/12/11,113.181
2018/12/12,113.384
2018/12/13,113.285
2018/12/14,113.56
2018/12/17,113.39
2018/12/18,112.829
2018/12/19,112.524
2018/12/20,112.41
2018/12/21,111.171
2018/12/24,111.054
2018/12/25,110.311
2018/12/26,110.402
2018/12/27,111.206
2018/12/28,110.855
2018/12/31,110.33
2019/1/1,109.63
2019/1/2,109.668
2019/1/3,107.441
2019/1/4,107.808
2019/1/6,107.808
2019/1/7,108.522
2019/1/8,108.616
2019/1/9,108.776
2019/1/10,108.189
2019/1/11,108.298
2019/1/13,108.298
2019/1/14,108.458
2019/1/15,108.25
2019/1/16,108.644
2019/1/17,109.037
2019/1/18,109.153
2019/1/20,109.153
2019/1/21,109.661
2019/1/22,109.67
2019/1/23,109.355
2019/1/24,109.492
2019/1/25,109.597
2019/1/27,109.597
2019/1/28,109.4
2019/1/29,109.254
2019/1/30,109.417
2019/1/31,108.981
2019/2/1,108.844
2019/2/3,108.844
2019/2/4,109.438
2019/2/5,109.961
2019/2/6,109.941
2019/2/7,109.974
2019/2/8,109.756
2019/2/10,109.756
2019/2/11,109.81
2019/2/12,110.4
2019/2/13,110.515
2019/2/14,110.923
2019/2/15,110.538
2019/2/17,110.538
2019/2/18,110.564
2019/2/19,110.591
2019/2/20,110.572
2019/2/21,110.765
2019/2/22,110.708
2019/2/24,110.708
2019/2/25,110.772
2019/2/26,111.046
2019/2/27,110.556
2019/2/28,110.862
2019/3/1,111.357
2019/3/3,111.357
2019/3/4,111.938
2019/3/5,111.777
2019/3/6,111.866
2019/3/7,111.623
2019/3/8,111.634
2019/3/10,111.634
2019/3/11,111.08
2019/3/12,111.342
2019/3/13,111.306
2019/3/14,111.196
2019/3/15,111.753
2019/3/17,111.753
2019/3/18,111.561
2019/3/19,111.373
2019/3/20,111.401
2019/3/21,110.66
2019/3/22,110.806
2019/3/24,110.806
2019/3/25,110.081
2019/3/26,110.068
2019/3/27,110.554
2019/3/28,110.49
2019/3/29,110.637
2019/3/31,110.995
2019/4/1,111.451
2019/4/2,111.305
2019/4/3,111.395
2019/4/4,111.658
2019/4/5,111.658
2019/4/7,111.711
2019/4/8,111.456
2019/4/9,111.105
2019/4/10,110.985
2019/4/11,111.621
2019/4/12,111.621
2019/4/14,112.028
2019/4/15,111.943
2019/4/16,111.993
2019/4/17,112.036
2019/4/18,111.989
2019/4/19,111.989
2019/4/21,111.91
2019/4/22,111.929
2019/4/23,111.877
2019/4/24,112.13
2019/4/25,111.539
2019/4/26,111.539
2019/4/28,111.593
2019/4/29,111.677
2019/4/30,111.395
2019/5/1,111.452
2019/5/2,111.495
2019/5/3,111.495
2019/5/5,110.623
2019/5/6,110.805
2019/5/7,110.257
2019/5/8,110.028
2019/5/9,109.807
2019/5/10,109.807
2019/5/12,109.654
2019/5/13,109.154
2019/5/14,109.671
2019/5/15,109.475
2019/5/16,109.871
2019/5/17,109.871
2019/5/19,110.16
2019/5/20,110.07
2019/5/21,110.07
2019/5/22,110.221
2019/5/23,109.558
2019/5/24,109.558
2019/5/26,109.401
2019/5/27,109.509
2019/5/28,109.346
2019/5/29,109.542
2019/5/30,109.357
2019/5/31,109.357
2019/6/2,108.212
2019/6/3,108.027
2019/6/4,108.254
2019/6/5,108.328
2019/6/6,108.454
2019/6/7,108.454
2019/6/9,108.449
2019/6/10,108.359
2019/6/11,108.474
2019/6/12,108.488
2019/6/13,108.321
2019/6/14,108.321
2019/6/16,108.576
2019/6/17,108.539
2019/6/18,108.573
2019/6/19,108.115
2019/6/20,107.277
2019/6/21,107.277
2019/6/23,107.312
2019/6/24,107.327
2019/6/25,107.166
2019/6/26,107.738
2019/6/27,107.747
2019/6/28,107.747
2019/6/30,107.747
2019/7/1,108.366
2019/7/2,107.805
2019/7/3,107.779
2019/7/4,107.808
2019/7/5,107.808
2019/7/7,108.474
2019/7/8,108.721
2019/7/9,108.924
2019/7/10,108.334
2019/7/11,108.588
2019/7/12,108.588
2019/7/14,107.832
2019/7/15,107.889
2019/7/16,108.201
2019/7/17,107.937
2019/7/18,107.401
2019/7/19,107.401
2019/7/21,107.81
2019/7/22,107.904
2019/7/23,108.232
2019/7/24,108.189
2019/7/25,108.666
2019/7/26,108.666
2019/7/28,108.633
2019/7/29,108.866
2019/7/30,108.562
2019/7/31,108.82
2019/8/1,107.431
2019/8/2,107.431
2019/8/4,106.577
2019/8/5,105.593
2019/8/6,106.337
2019/8/7,106.121
2019/8/8,105.874
2019/8/9,105.874
2019/8/11,105.382
2019/8/12,105.358
2019/8/13,106.59
2019/8/14,105.916
2019/8/15,106.083
2019/8/16,106.083
2019/8/18,106.43
2019/8/19,106.574
2019/8/20,106.274
2019/8/21,106.597
2019/8/22,106.468
2019/8/23,106.468
2019/8/25,104.852
2019/8/26,105.978
2019/8/27,105.738
2019/8/28,106.07
2019/8/29,106.438
2019/8/30,106.438
2019/9/1,106.128
2019/9/2,106.193
2019/9/3,105.861
2019/9/4,106.325
2019/9/5,107.072
2019/9/6,107.072
2019/9/8,106.945
2019/9/9,107.337
2019/9/10,107.6
2019/9/11,108.021
2019/9/12,108.176
2019/9/13,108.176
2019/9/15,107.765
2019/9/16,108.161
2019/9/17,108.087
2019/9/18,108.425
2019/9/19,108.041
2019/9/20,108.041
2019/9/22,107.652
2019/9/23,107.614
2019/9/24,107.163
2019/9/25,107.692
2019/9/26,107.756
2019/9/27,107.756
2019/9/29,107.944
2019/9/30,107.944
2019/10/1,107.737
2019/10/2,107.163
2019/10/3,106.826
2019/10/4,106.826
2019/10/6,106.764
2019/10/7,107.251
2019/10/8,106.961
2019/10/9,107.178
2019/10/10,107.88
2019/10/11,107.88
2019/10/13,108.459
2019/10/14,108.388
2019/10/15,108.817
2019/10/16,108.677
2019/10/17,108.581
2019/10/18,108.581
2019/10/20,108.408
2019/10/21,108.601
2019/10/22,108.483
2019/10/23,108.642
2019/10/24,108.606
2019/10/25,108.606
2019/10/27,108.606
2019/10/28,108.734
2019/10/29,108.964
2019/10/30,108.874
2019/10/31,108.789
2019/11/1,107.996
2019/11/3,107.996
2019/11/4,108.22
2019/11/5,108.694
2019/11/6,109.146
2019/11/7,108.913
2019/11/8,109.274
2019/11/10,109.274
2019/11/11,109.226
2019/11/12,109.042
2019/11/13,108.993
2019/11/14,108.798
2019/11/15,108.492
2019/11/17,108.492
2019/11/18,108.699
2019/11/19,108.662
2019/11/20,108.445
2019/11/21,108.478
2019/11/22,108.585
2019/11/24,108.585
2019/11/25,108.73
2019/11/26,108.992
2019/11/27,109.097
2019/11/28,109.367
2019/11/29,109.512
2019/12/1,109.512
2019/12/2,109.535
2019/12/3,109.022
2019/12/4,108.653
2019/12/5,108.832
2019/12/6,108.738
2019/12/8,108.738
2019/12/9,108.627
2019/12/10,108.582
2019/12/11,108.764
2019/12/12,108.549
2019/12/13,109.413
2019/12/15,109.413
2019/12/16,109.4
2019/12/17,109.576
2019/12/18,109.516
2019/12/19,109.551
2019/12/20,109.383
2019/12/22,109.383
2019/12/23,109.499
2019/12/24,109.382
2019/12/25,109.383
2019/12/26,109.369
2019/12/27,109.542
2019/12/29,109.542
2019/12/30,109.428
2019/12/31,108.873
2020/1/1,108.681
2020/1/2,108.713
2020/1/3,108.543
2020/1/5,108.543
2020/1/6,107.964
2020/1/7,108.406
2020/1/8,108.016
2020/1/9,109.031
2020/1/10,109.507
2020/1/12,109.507
2020/1/13,109.566
2020/1/14,109.992
2020/1/15,109.854
2020/1/16,109.883
2020/1/17,110.175
2020/1/19,110.175
2020/1/20,110.18
2020/1/21,110.173
2020/1/22,109.908
2020/1/23,109.728
2020/1/24,109.552
2020/1/26,109.552
2020/1/27,108.802
2020/1/28,108.92
2020/1/29,109.132
2020/1/30,108.987
2020/1/31,108.877
2020/2/2,108.877
2020/2/3,108.372
2020/2/4,108.612
2020/2/5,109.447
2020/2/6,109.814
2020/2/7,109.968
2020/2/9,109.968
2020/2/10,109.645
2020/2/11,109.766
2020/2/12,109.843
2020/2/13,109.846
2020/2/14,109.758
2020/2/16,109.758
2020/2/17,109.791
2020/2/18,109.83
2020/2/19,109.919
2020/2/20,111.21
2020/2/21,111.954
2020/2/23,111.954
2020/2/24,111.557
2020/2/25,110.857
2020/2/26,110.286
2020/2/27,110.363
2020/2/28,109.66
2020/3/2,107.697
2020/3/3,108.487
2020/3/4,107.037
2020/3/5,107.677
2020/3/6,106.248
2020/3/8,106.248
2020/3/9,103.938
2020/3/10,103.112
2020/3/11,105.026
2020/3/12,104.55
2020/3/13,104.61
2020/3/15,104.61
2020/3/16,106.688
2020/3/17,106.175
2020/3/18,107.377
2020/3/19,108.36
2020/3/20,111.291
2020/3/22,111.291
2020/3/23,110.462
2020/3/24,110.827
2020/3/25,111.12
2020/3/26,110.876
2020/3/27,109.109
2020/3/29,107.413
2020/3/30,108.035
2020/3/31,107.508
2020/4/1,107.257
2020/4/2,108.001
2020/4/3,108.001
2020/4/5,108.693
2020/4/6,109.115
2020/4/7,108.651
2020/4/8,108.922
2020/4/9,108.561
2020/4/10,108.561
2020/4/12,108.336
2020/4/13,107.623
2020/4/14,107.104
2020/4/15,107.609
2020/4/16,107.945
2020/4/17,107.945
2020/4/19,107.67
2020/4/20,107.669
2020/4/21,107.721
2020/4/22,107.813
2020/4/23,107.667
2020/4/24,107.667
2020/4/26,107.495
2020/4/27,107.283
2020/4/28,106.741
2020/4/29,106.61
2020/4/30,107.285
2020/5/1,107.285
2020/5/3,106.738
2020/5/4,106.697
2020/5/5,106.452
2020/5/6,106.191
2020/5/7,106.359
2020/5/8,106.359
2020/5/10,106.919
2020/5/11,107.566
2020/5/12,107.138
2020/5/13,106.933
2020/5/14,107.365
2020/5/15,107.365
2020/5/17,107.208
2020/5/18,107.381
2020/5/19,107.81
2020/5/20,107.591
2020/5/21,107.631
2020/5/22,107.631
2020/5/24,107.735
2020/5/25,107.687
2020/5/26,107.491
2020/5/27,107.798
2020/5/28,107.643
2020/5/29,107.643
2020/5/31,107.708
2020/6/1,107.548
2020/6/2,108.809
2020/6/3,108.999
2020/6/4,109.15
2020/6/5,109.15
2020/6/7,109.634
2020/6/8,108.409
2020/6/9,107.797
2020/6/10,106.981
2020/6/11,106.803
2020/6/12,106.803
2020/6/14,107.311
2020/6/15,107.464
2020/6/16,107.41
2020/6/17,106.894
2020/6/18,107.006
2020/6/19,107.006
2020/6/21,106.831
2020/6/22,106.903
2020/6/23,106.432
2020/6/24,107.044
2020/6/25,107.155
2020/6/26,107.155
2020/6/28,107.218
2020/6/29,107.59
2020/6/30,107.989
2020/7/1,107.366
2020/7/2,107.497
2020/7/3,107.497
2020/7/5,107.579
2020/7/6,107.359
2020/7/7,107.578
2020/7/8,107.283
2020/7/9,107.236
2020/7/10,107.236
2020/7/12,106.91
2020/7/13,107.276
2020/7/14,107.245
2020/7/15,106.917
2020/7/16,107.278
2020/7/17,107.278
2020/7/19,107.09
2020/7/20,107.196
2020/7/21,106.832
2020/7/22,107.175
2020/7/23,106.838
2020/7/24,106.838
2020/7/26,105.993
2020/7/27,105.261
2020/7/28,105.107
2020/7/29,105.032
2020/7/30,104.683
2020/7/31,104.683
2020/8/2,105.866
2020/8/3,106.03
2020/8/4,105.614
2020/8/5,105.553
2020/8/6,105.581
2020/8/7,105.581
2020/8/9,105.85
2020/8/10,105.992
2020/8/11,106.521
2020/8/12,106.822
2020/8/13,106.986
2020/8/14,106.986
2020/8/16,106.554
2020/8/17,105.995
2020/8/18,105.224
2020/8/19,106.079
2020/8/20,105.665
2020/8/21,105.81
2020/8/23,105.877
2020/8/24,105.993
2020/8/25,106.405
2020/8/26,105.856
2020/8/27,106.637
2020/8/28,106.637
2020/8/30,105.535
2020/8/31,106.004
2020/9/1,105.896
2020/9/2,105.896
2020/9/3,106.086
2020/9/4,106.232
2020/9/6,106.232
2020/9/7,106.212
2020/9/8,106.213
2020/9/9,106.145
2020/9/10,106.143
2020/9/11,106.143
2020/9/13,106.145
2020/9/14,105.715
2020/9/15,105.381
2020/9/16,105.062
2020/9/17,104.698
2020/9/18,104.532
2020/9/19,104.53
2020/9/20,104.53
2020/9/21,104.278
2020/9/22,104.533
2020/9/23,105.108
2020/9/24,105.46
2020/9/25,105.559
2020/9/26,105.559
